# N  gflop  tempo(s)  GFLOP/s  Hostname   Comment  
1024, 2.15,  0.65,   3.31,  Federicos-MacBook-Air.local, gcc-Federicos-MacBook-Air.local 
# N  gflop  tempo(s)  GFLOP/s  Hostname   Comment  
1024, 2.15,  0.30,   7.09,  Federicos-MacBook-Air.local, gcc+gsl-Federicos-MacBook-Air.local 
