    8192 6103.39 
   16384 9437.78 
   24576 11113.85 
   32768 12181.59 
   40960 12886.96 
   49152 13689.52 
   57344 14707.88 
   65536 15300.31 
   73728 16006.18 
   81920 17306.25 
   90112 18265.17 
   98304 18727.43 
  106496 19322.84 
  114688 19558.54 
  122880 20533.99 
  131072 21488.41 
  139264 21709.10 
  147456 21984.83 
  155648 22320.28 
