    8192 1353.48 
   16384 2727.79 
   24576 2580.99 
   32768 3368.15 
   40960 3359.53 
   49152 3774.76 
   57344 3604.24 
   65536 3514.73 
   73728 4457.45 
   81920 3300.55 
   90112 4490.45 
   98304 3909.40 
  106496 4683.15 
  114688 4737.02 
  122880 4684.36 
  131072 5312.06 
  139264 5693.15 
  147456 5706.63 
  155648 6015.30 
