    8192 2123.51 
   16384 2256.77 
   24576 3120.82 
   32768 4061.29 
   40960 2925.71 
   49152 3252.60 
   57344 3630.25 
   65536 3037.20 
   73728 3232.54 
   81920 3440.18 
   90112 3629.94 
   98304 3815.03 
  106496 3997.20 
  114688 4205.10 
  122880 4319.52 
  131072 4556.78 
  139264 4759.29 
  147456 5001.96 
  155648 5159.59 
