# N  gflop  tempo(s)  GFLOP/s  Hostname   Comment  
1024, 2.15,  0.68,   3.17,  Federicos-MacBook-Air.local, gcc-Federicos-MacBook-Air.local 
# N  gflop  tempo(s)  GFLOP/s  Hostname   Comment  
1024, 2.15,  0.29,   7.29,  Federicos-MacBook-Air.local, gcc+gsl-Federicos-MacBook-Air.local 
